East_Anglia Mean Temperature (Degrees C)
Areal series, starting from 1910
Allowances have been made for topographic, coastal and urban effects where relationships are found to exist.
Seasons: Winter=Dec-Feb, Spring=Mar-May, Summer=June-Aug, Autumn=Sept-Nov. (Winter: Year refers to Jan/Feb).
Monthly values are ranked and displayed to 1 dp and seasonal/annual values to 2 dp. Where values are equal, rankings are based in order of year descending.
Data are provisional from February 2016 and Winter 2016.  Last updated 02/03/2017.

Year    JAN    FEB    MAR    APR    MAY    JUN    JUL    AUG    SEP    OCT    NOV    DEC     WIN    SPR    SUM    AUT     ANN
1954    2.6    2.0    5.8    7.1   11.4   14.0   14.7   15.2   13.1   12.2    6.8    6.2    3.90   8.10  14.63  10.76    9.31
1955    2.0    1.2    3.0    9.3    9.8   14.0   16.8   17.8   14.5    9.3    7.2    5.5    3.18   7.35  16.22  10.31    9.24
1956    3.3   -1.1    5.8    6.0   12.1   12.9   16.1   14.0   14.6    9.5    5.7    5.7    2.62   8.01  14.34   9.92    8.76
1957    5.2    5.3    8.9    8.4   10.2   15.2   16.9   15.7   12.9   11.1    6.5    4.1    5.44   9.18  15.94  10.18   10.07
1958    3.2    4.7    3.6    7.2   11.7   13.8   16.2   16.3   15.3   11.0    6.5    4.7    3.95   7.48  15.48  10.95    9.55
1959    1.4    3.9    7.2    9.6   11.7   15.3   17.8   18.0   15.4   12.6    6.5    5.7    3.32   9.51  17.05  11.53   10.47
1960    3.7    4.1    6.0    8.8   12.6   15.6   15.4   15.3   13.5   10.6    7.4    4.1    4.48   9.12  15.42  10.52    9.77
1961    3.3    6.6    8.0   10.1   11.0   15.2   15.7   16.0   15.6   11.1    6.2    2.8    4.62   9.69  15.65  10.96   10.14
1962    4.0    4.0    2.5    7.7   10.1   13.5   14.7   15.1   12.9   10.7    5.4    1.4    3.55   6.77  14.44   9.66    8.51
1963   -2.3   -1.3    5.7    8.4   10.6   14.7   15.3   14.6   13.3   10.6    8.0    2.3   -0.71   8.22  14.87  10.66    8.38
1964    2.1    4.1    3.7    8.7   13.5   14.2   16.6   16.2   14.5    8.7    7.3    3.2    2.82   8.63  15.70  10.16    9.42
1965    3.2    3.0    5.2    8.0   11.8   14.2   14.3   15.3   12.8   11.1    4.6    4.0    3.16   8.32  14.59   9.50    8.99
1966    2.3    5.6    6.2    7.6   11.2   15.7   15.1   15.2   14.3   11.1    5.4    4.6    3.91   8.36  15.30  10.28    9.54
1967    3.9    5.3    7.4    7.5   10.9   14.0   17.7   16.2   14.2   11.2    5.4    3.5    4.56   8.62  16.01  10.26    9.80
1968    3.6    2.1    6.6    8.3   10.1   14.8   15.1   15.6   14.4   12.7    6.6    2.5    3.09   8.34  15.16  11.22    9.38
1969    5.3    0.7    3.4    7.6   11.8   13.8   17.4   16.5   14.5   13.0    5.6    2.9    2.89   7.62  15.91  11.05    9.43
1970    3.3    2.8    3.3    6.7   12.8   16.2   15.9   16.3   14.9   11.1    7.6    3.9    3.01   7.63  16.10  11.20    9.60
1971    4.1    4.4    4.9    7.5   11.6   12.8   16.9   16.4   14.2   11.5    5.9    5.9    4.15   7.98  15.39  10.54    9.71
1972    3.3    4.2    6.6    8.3   11.0   12.5   15.7   15.6   12.1   10.7    6.2    5.3    4.46   8.64  14.61   9.67    9.30
1973    4.1    4.0    6.2    7.1   11.6   15.4   16.0   17.1   14.8    9.3    5.4    4.5    4.49   8.33  16.16   9.83    9.66
1974    5.6    5.4    5.7    7.9   11.0   13.9   15.6   15.8   12.6    7.5    6.5    7.6    5.13   8.18  15.13   8.86    9.61
1975    6.4    4.4    4.7    8.2    9.8   14.1   17.5   18.9   14.2   10.0    5.8    4.2    6.21   7.56  16.86   9.98    9.89
1976    5.2    4.1    4.7    7.9   12.4   17.6   18.6   17.3   13.9   11.1    6.1    2.0    4.49   8.37  17.83  10.41   10.10
1977    2.6    5.1    6.9    7.2   10.4   12.4   15.9   15.5   13.7   11.9    6.7    6.0    3.19   8.21  14.63  10.78    9.58
1978    2.8    2.4    6.7    6.2   10.7   14.0   14.9   15.2   14.4   11.7    8.2    4.2    3.78   7.89  14.72  11.45    9.33
1979   -0.6    1.0    4.8    7.9   10.9   14.2   16.4   15.6   14.1   11.5    6.2    5.6    1.55   7.86  15.41  10.59    9.01
1980    2.3    5.5    5.0    8.2   10.6   14.5   14.8   16.5   15.2    9.2    6.3    4.8    4.43   7.92  15.24  10.21    9.40
1981    4.2    2.8    8.0    7.5   11.4   13.7   16.0   16.5   15.1    8.7    7.3    0.2    3.97   9.00  15.39  10.35    9.31
1982    2.7    4.4    5.9    8.1   11.8   15.7   16.7   16.6   15.0   10.3    8.0    3.9    2.35   8.60  16.35  11.08    9.95
1983    6.3    1.7    6.3    7.1   10.3   14.6   19.0   17.6   14.2   10.7    7.5    5.1    4.05   7.93  17.09  10.78   10.09
1984    3.5    3.3    4.7    7.4    9.3   14.2   16.3   17.6   13.8   11.4    8.5    5.0    3.97   7.13  16.04  11.25    9.60
1985    0.3    1.7    4.6    8.6   10.8   12.9   16.7   15.3   14.9   11.5    3.8    6.5    2.36   7.97  14.98  10.08    9.01
1986    3.3   -1.3    5.0    6.2   11.7   14.7   16.7   14.5   11.7   11.3    7.6    5.6    2.97   7.62  15.32  10.22    8.98
1987    0.4    3.5    3.7   10.2   10.0   13.4   16.1   16.0   14.4   10.4    6.5    5.7    3.16   7.94  15.18  10.45    9.23
1988    5.1    4.6    6.2    8.2   12.1   13.9   15.5   16.2   13.8   11.0    5.2    6.5    5.14   8.81  15.20  10.00    9.87
1989    5.4    5.6    7.7    6.6   13.0   14.6   18.2   17.4   15.6   12.3    6.3    5.5    5.87   9.13  16.73  11.42   10.72
1990    6.3    7.6    8.4    8.2   12.6   13.9   16.9   18.9   13.5   12.4    6.9    4.4    6.42   9.75  16.61  10.98   10.87
1991    3.6    1.2    8.0    8.0   10.3   12.6   17.7   18.0   15.0   10.3    6.5    4.1    3.13   8.76  16.15  10.59    9.67
1992    3.7    5.1    7.4    8.8   13.7   15.8   17.1   16.6   14.0    8.1    7.2    3.8    4.30   9.97  16.53   9.76   10.13
1993    5.7    4.2    6.5    9.7   12.0   15.1   15.9   15.3   13.0    9.3    5.0    5.4    4.54   9.40  15.42   9.08    9.78
1994    5.0    3.1    7.8    8.4   11.0   15.1   19.0   17.0   13.3   10.2    9.7    6.2    4.55   9.09  17.03  11.08   10.54
1995    4.4    6.3    5.7    9.1   11.9   13.8   19.1   19.0   14.0   13.2    7.7    2.2    5.62   8.90  17.34  11.65   10.57
1996    3.7    2.3    3.9    8.5    9.2   14.8   16.8   17.0   13.8   11.5    5.8    2.8    2.73   7.18  16.23  10.36    9.19
1997    1.7    6.4    8.3    8.6   11.8   14.6   17.0   19.9   14.8   10.4    8.3    5.8    3.57   9.59  17.20  11.17   10.67
1998    5.1    7.0    8.0    8.4   13.0   15.0   16.1   16.6   15.2   10.7    5.2    5.5    5.92   9.83  15.92  10.38   10.51
1999    5.6    4.7    7.6    9.7   13.3   14.2   18.1   16.9   16.5   11.0    7.7    4.5    5.28  10.22  16.44  11.73   10.86
2000    4.8    6.0    7.4    8.5   12.4   15.6   15.2   17.5   15.7   10.8    7.0    5.7    5.07   9.46  16.10  11.13   10.56
2001    3.3    4.6    5.5    8.0   12.6   14.4   17.8   17.8   13.5   13.9    7.1    3.5    4.53   8.68  16.70  11.55   10.22
2002    5.4    7.1    7.6    9.5   12.2   15.2   16.8   18.0   14.7   10.3    8.5    5.8    5.29   9.77  16.67  11.16   10.94
2003    4.3    4.0    7.3    9.6   12.6   16.7   18.2   18.9   14.8    9.4    8.4    4.9    4.73   9.82  17.95  10.86   10.79
2004    4.9    5.5    6.7    9.7   12.2   16.0   16.6   18.4   15.4   11.2    7.7    5.0    5.10   9.53  17.00  11.42   10.78
2005    5.7    4.1    6.9    9.4   11.9   15.8   17.1   16.5   16.0   13.8    6.4    4.1    4.95   9.39  16.47  12.06   10.68
2006    4.2    3.9    5.0    8.8   12.7   16.0   20.5   16.6   17.7   13.6    8.4    6.3    4.09   8.82  17.71  13.23   11.18
2007    7.0    6.0    7.5   11.4   12.5   15.5   16.4   16.2   14.7   11.0    7.0    5.1    6.44  10.44  16.03  10.87   10.87
2008    6.7    5.4    6.3    8.3   13.4   14.8   17.2   17.3   14.0    9.9    7.2    3.7    5.72   9.34  16.45  10.36   10.36
2009    2.7    4.2    6.9   10.3   12.9   15.1   17.2   18.1   15.3   11.7    9.0    3.3    3.51  10.03  16.82  11.97   10.59
2010    1.4    2.9    6.5    9.1   10.9   15.5   18.8   16.4   14.3   11.0    5.6    0.0    2.53   8.80  16.92  10.31    9.39
2011    4.3    6.4    6.7   12.1   13.2   15.0   15.7   16.5   16.0   13.1    9.6    5.7    3.48  10.64  15.74  12.93   11.21
2012    5.6    3.7    7.8    7.7   12.2   14.2   16.2   17.8   13.8   10.1    6.8    4.7    5.00   9.24  16.07  10.23   10.07
2013    3.0    2.9    2.9    7.9   10.7   14.1   18.4   18.0   14.3   12.7    6.5    6.0    3.58   7.15  16.86  11.17    9.83
2014    5.8    6.6    8.2   10.7   12.9   15.4   18.6   16.1   15.6   13.3    8.9    5.3    6.11  10.60  16.71  12.61   11.48
2015    4.3    4.2    6.8    9.1   11.6   14.7   17.2   17.2   13.2   11.3    9.6   10.0    4.60   9.18  16.39  11.34   10.80
2016    5.3    5.1    5.9    7.8   12.7   15.3   17.9   18.2   17.2   11.3    6.2    5.8    6.85   8.82  17.17  11.57   10.76
2017    3.4    6.4                                                                          5.15
