England_S Mean Temperature (Degrees C)
Areal series, starting from 1910
Allowances have been made for topographic, coastal and urban effects where relationships are found to exist.
Seasons: Winter=Dec-Feb, Spring=Mar-May, Summer=June-Aug, Autumn=Sept-Nov. (Winter: Year refers to Jan/Feb).
Monthly values are ranked and displayed to 1 dp and seasonal/annual values to 2 dp. Where values are equal, rankings are based in order of year descending.
Data are provisional from February 2016 and Winter 2016.  Last updated 02/03/2017.

Year    JAN    FEB    MAR    APR    MAY    JUN    JUL    AUG    SEP    OCT    NOV    DEC     WIN    SPR    SUM    AUT     ANN
1935    4.5    5.7    6.2    8.1   10.0   14.9   17.5   16.7   13.8    9.7    6.8    3.2    6.06   8.11  16.37  10.10    9.78
1936    4.1    2.6    6.9    6.3   11.4   14.6   15.2   16.0   14.5    9.2    5.7    5.1    3.30   8.22  15.27   9.77    9.32
1937    5.1    5.8    3.7    9.0   12.0   14.1   16.0   17.0   13.5   10.5    5.3    3.0    5.30   8.21  15.72   9.76    9.59
1938    5.7    4.7    8.9    7.3   10.4   14.5   15.1   16.1   13.8   10.3    9.1    4.0    4.47   8.86  15.25  11.07   10.02
1939    4.5    5.5    5.8    8.6   11.0   14.1   15.2   16.4   14.4    8.4    8.7    2.9    4.63   8.47  15.24  10.50    9.64
1940   -1.1    2.6    6.0    8.6   12.4   16.2   15.0   15.8   13.1    9.7    6.9    3.6    1.44   8.99  15.64   9.89    9.07
1941    0.7    3.6    5.2    6.6    8.9   14.8   17.3   14.7   14.4   10.3    6.5    5.2    2.61   6.88  15.64  10.41    9.05
1942    0.9    0.1    5.1    9.0   10.9   14.3   15.5   16.4   13.9   10.8    5.1    6.6    2.13   8.35  15.42   9.94    9.11
1943    5.1    5.6    6.6   10.7   12.1   14.3   16.4   16.1   13.3   10.8    6.1    3.6    5.77   9.77  15.61  10.08   10.08
1944    5.9    3.3    5.0    9.9   11.2   13.6   16.3   17.3   12.6    9.4    6.4    3.5    4.27   8.69  15.76   9.46    9.55
1945    0.4    7.0    7.7   10.1   12.3   14.4   16.5   15.8   14.4   11.8    7.2    5.1    3.53  10.01  15.59  11.13   10.23
1946    3.1    6.1    5.1    9.7   10.4   12.9   16.2   14.7   14.0   10.1    8.0    2.8    4.71   8.38  14.62  10.70    9.43
1947    1.9   -1.9    4.0    8.5   13.0   15.4   17.0   18.6   15.1   10.6    7.3    5.2    1.03   8.51  17.03  11.01    9.64
1948    5.6    4.5    8.2    9.0   11.4   13.7   15.5   15.1   14.0   10.1    7.3    5.7    5.12   9.51  14.80  10.44   10.03
1949    5.3    5.5    5.0   10.0   10.8   14.8   17.5   16.9   16.6   12.0    6.5    5.7    5.49   8.56  16.40  11.69   10.56
1950    4.1    5.7    7.4    7.7   11.1   16.1   16.0   15.7   13.2    9.8    5.9    1.2    5.16   8.74  15.93   9.62    9.51
1951    4.1    3.7    4.4    6.9    9.9   13.7   16.4   15.0   14.2    9.6    8.3    5.7    2.98   7.09  15.02  10.72    9.36
1952    3.0    3.1    6.5    9.4   13.0   14.4   16.8   16.3   11.1    9.2    4.2    3.1    3.95   9.64  15.85   8.18    9.21
1953    3.0    3.9    5.4    7.5   12.4   14.0   15.5   16.1   13.8   10.0    8.2    7.1    3.30   8.46  15.20  10.65    9.77
1954    2.8    2.6    6.0    7.3   11.1   13.4   14.2   14.6   13.0   12.1    7.0    6.5    4.21   8.12  14.10  10.70    9.26
1955    2.6    1.4    3.1    9.1    9.7   13.8   17.2   17.9   14.2    9.3    6.9    5.9    3.59   7.27  16.32  10.13    9.30
1956    3.8   -0.8    6.0    6.5   11.8   13.0   15.8   13.8   14.3    9.5    5.9    5.8    3.04   8.12  14.21   9.89    8.82
1957    5.3    5.4    9.1    8.7   10.3   15.2   16.6   15.5   12.8   10.9    6.2    4.3    5.49   9.36  15.77   9.99   10.05
1958    3.5    5.2    3.8    7.2   11.3   13.7   15.8   15.8   15.0   10.9    6.5    4.8    4.29   7.41  15.11  10.79    9.47
1959    2.0    4.1    7.2    9.4   12.1   15.0   17.3   17.3   15.2   12.4    6.9    5.9    3.59   9.56  16.56  11.50   10.43
1960    3.9    4.1    6.3    8.7   12.5   15.7   15.1   14.9   13.1   10.3    7.4    4.0    4.63   9.18  15.23  10.27    9.68
1961    3.6    6.9    7.9   10.0   10.9   14.5   15.5   15.7   15.2   10.9    6.1    2.8    4.77   9.59  15.24  10.74   10.01
1962    4.3    4.1    2.7    7.6    9.9   13.4   14.8   14.6   12.7   10.5    5.4    1.9    3.73   6.72  14.28   9.53    8.51
1963   -2.6   -0.9    5.8    8.4   10.4   14.6   15.0   14.4   13.1   10.8    8.2    2.3   -0.50   8.17  14.65  10.68    8.33
1964    2.8    4.2    4.1    8.4   13.0   13.8   16.2   15.7   14.3    8.7    7.5    3.4    3.11   8.50  15.28  10.17    9.37
1965    3.4    2.9    5.3    8.0   11.4   14.0   14.1   15.0   12.2   11.0    4.8    4.7    3.21   8.23  14.37   9.35    8.93
1966    2.7    6.0    6.3    7.6   11.0   15.2   15.0   14.9   14.0   10.6    5.3    5.4    4.40   8.32  15.03   9.98    9.52
1967    4.2    5.3    7.1    7.7   10.5   14.0   16.9   15.7   13.7   10.9    5.5    4.0    4.94   8.44  15.58  10.06    9.66
1968    4.1    2.0    6.4    7.9    9.9   14.6   15.0   15.5   14.0   12.6    6.5    3.0    3.41   8.04  15.07  11.05    9.32
1969    5.6    1.0    3.8    7.7   11.2   13.8   16.9   16.2   14.0   12.8    5.6    3.2    3.26   7.55  15.64  10.83    9.37
1970    3.9    3.2    3.6    6.7   12.6   16.0   15.3   15.9   14.5   10.8    7.9    3.9    3.43   7.63  15.74  11.07    9.56
1971    4.5    4.4    4.9    7.5   11.4   12.6   17.0   15.9   14.2   11.5    5.9    6.2    4.27   7.95  15.18  10.55    9.71
1972    3.7    4.4    6.7    8.3   10.4   11.7   15.5   15.2   11.9   10.5    6.3    5.7    4.75   8.46  14.17   9.56    9.20
1973    4.4    4.2    6.0    7.1   11.3   14.9   15.6   16.9   14.5    9.2    6.2    5.0    4.77   8.16  15.80   9.97    9.64
1974    5.9    5.4    5.6    8.0   10.7   13.7   15.1   15.2   12.1    7.6    6.8    7.7    5.42   8.10  14.70   8.82    9.51
1975    6.6    4.7    4.8    8.1    9.9   14.5   17.2   18.4   13.5    9.9    6.1    4.5    6.39   7.60  16.71   9.87    9.89
1976    5.4    4.2    4.7    7.8   12.0   17.0   18.3   17.4   13.4   10.6    6.2    2.1    4.72   8.18  17.59  10.08    9.96
1977    2.8    5.4    6.9    7.1   10.4   12.2   15.8   15.2   13.2   11.7    6.5    6.1    3.39   8.16  14.44  10.45    9.47
1978    3.2    2.6    6.6    6.3   11.2   13.6   14.8   15.0   14.0   11.7    8.3    4.4    4.02   8.02  14.47  11.34    9.34
1979   -0.1    1.2    4.7    7.7   10.0   13.8   16.2   14.9   13.4   11.3    6.6    5.8    1.86   7.46  14.98  10.43    8.83
1980    2.2    5.8    4.9    8.5   10.8   13.8   14.5   16.0   14.8    9.0    6.2    5.3    4.58   8.04  14.78   9.98    9.31
1981    4.6    2.9    8.0    7.7   11.1   13.3   15.7   16.4   14.6    8.5    7.5    0.9    4.29   8.94  15.16  10.16    9.29
1982    3.0    4.8    6.0    8.4   11.5   15.5   16.5   16.0   14.5   10.1    8.0    4.3    2.82   8.61  16.00  10.90    9.91
1983    6.5    1.8    6.3    6.9   10.2   14.5   19.4   17.5   13.9   10.5    7.5    5.6    4.29   7.79  17.13  10.61   10.09
1984    3.9    3.6    4.7    7.9    9.7   14.5   16.5   17.4   13.7   11.2    8.1    5.3    4.38   7.41  16.15  11.01    9.72
1985    0.6    2.2    4.6    8.4   10.8   12.8   16.2   14.8   14.6   11.0    4.1    6.6    2.70   7.96  14.61   9.91    8.94
1986    3.6   -1.3    5.0    5.8   11.0   14.7   16.1   13.9   11.4   11.1    7.7    6.0    3.12   7.28  14.88  10.06    8.81
1987    0.6    3.7    4.1   10.0   10.1   13.1   16.0   15.8   14.0   10.0    6.6    5.7    3.42   8.07  14.97  10.21    9.17
1988    5.4    4.7    6.4    8.1   11.9   14.2   14.8   15.4   13.5   10.8    5.5    7.1    5.27   8.81  14.80   9.92    9.83
1989    5.9    5.9    7.6    6.6   13.3   14.6   18.3   16.9   15.0   12.0    6.5    5.4    6.31   9.17  16.60  11.18   10.69
1990    6.6    7.6    8.2    8.0   12.7   13.6   16.9   18.3   13.3   12.1    6.9    4.3    6.49   9.68  16.29  10.78   10.74
1991    3.5    1.5    7.8    7.8   10.7   12.2   17.1   17.2   14.9   10.1    6.6    4.6    3.16   8.81  15.54  10.52    9.56
1992    3.6    5.3    7.3    8.6   13.5   15.6   16.6   15.8   13.6    7.9    7.6    3.9    4.46   9.83  15.99   9.66    9.94
1993    6.0    4.5    6.5    9.5   11.7   15.0   15.5   14.8   12.5    8.6    4.9    5.6    4.80   9.21  15.10   8.69    9.63
1994    5.3    3.5    7.7    8.1   10.7   14.5   18.1   16.3   12.9   10.2   10.0    6.5    4.84   8.86  16.33  11.05   10.38
1995    4.8    6.6    5.6    9.0   11.7   14.1   18.6   19.1   13.7   13.0    7.7    2.5    5.95   8.76  17.30  11.48   10.56
1996    4.3    2.5    4.4    8.4    9.1   14.4   16.5   16.5   13.6   11.5    5.9    2.9    3.12   7.29  15.80  10.32    9.18
1997    2.0    6.5    8.2    8.8   11.6   14.2   16.6   19.1   14.4   10.5    8.5    5.9    3.70   9.56  16.66  11.12   10.55
1998    5.2    6.9    8.0    8.0   13.2   14.4   15.6   16.1   14.9   10.7    5.9    5.6    5.98   9.73  15.42  10.51   10.41
1999    5.7    5.1    7.4    9.5   13.0   13.9   17.7   16.6   15.8   10.8    7.7    4.9    5.51   9.96  16.08  11.40   10.70
2000    4.7    6.2    7.4    8.0   12.2   15.1   15.4   16.9   15.0   10.5    7.0    5.8    5.25   9.21  15.82  10.84   10.38
2001    3.6    4.8    5.6    7.9   12.4   14.4   17.2   17.1   13.6   13.5    7.3    3.6    4.73   8.65  16.26  11.48   10.12
2002    5.7    7.1    7.7    9.3   11.9   14.4   16.1   17.2   14.5   10.4    8.8    5.9    5.44   9.63  15.92  11.22   10.77
2003    4.5    4.1    7.6    9.6   12.0   16.1   17.6   18.6   14.6    9.3    8.4    5.2    4.87   9.75  17.43  10.75   10.67
2004    5.3    5.4    6.6    9.4   12.2   15.7   16.1   17.7   15.1   10.9    7.8    5.4    5.28   9.41  16.50  11.25   10.64
2005    6.0    4.2    7.0    9.2   11.5   15.7   17.0   16.4   15.5   13.3    6.3    4.4    5.23   9.23  16.34  11.73   10.57
2006    4.3    3.7    5.1    8.8   12.4   16.0   19.9   16.5   17.0   13.3    8.3    6.5    4.15   8.77  17.49  12.86   11.03
2007    7.0    6.2    7.4   11.5   12.3   15.3   15.7   15.9   14.3   11.0    7.3    5.2    6.61  10.36  15.64  10.88   10.78
2008    6.7    5.5    6.4    8.2   13.5   14.5   16.5   16.5   13.6    9.9    7.3    3.8    5.83   9.37  15.88  10.28   10.23
2009    3.0    4.3    7.0   10.0   12.3   15.1   16.5   17.0   14.6   11.7    8.9    3.4    3.65   9.77  16.23  11.75   10.35
2010    1.5    3.2    6.2    9.0   11.0   15.5   17.7   15.8   14.0   10.6    5.6    0.0    2.68   8.74  16.36  10.08    9.21
2011    4.1    6.5    6.9   12.0   12.5   14.3   15.5   15.9   15.5   12.8    9.7    6.1    3.43  10.47  15.26  12.68   11.01
2012    5.8    3.9    8.2    7.5   12.1   13.9   15.7   17.0   13.4   10.0    6.8    5.1    5.32   9.31  15.57  10.05    9.99
2013    3.7    3.2    3.1    7.5   10.5   14.0   18.5   17.3   14.2   12.6    6.5    6.2    4.02   7.02  16.60  11.14    9.82
2014    5.9    6.4    7.9   10.3   12.4   15.4   18.1   15.5   15.4   12.9    8.7    5.4    6.15  10.20  16.37  12.33   11.22
2015    4.7    4.1    6.7    9.4   11.3   14.5   16.4   16.3   13.0   11.1    9.7   10.1    4.76   9.12  15.76  11.28   10.66
2016    5.6    5.2    5.8    7.8   12.6   15.2   17.2   17.5   16.4   11.0    6.2    6.1    7.02   8.76  16.66  11.18   10.57
2017    3.9    6.3                                                                          5.39
