England_NW_and_N_Wales Mean Temperature (Degrees C)
Areal series, starting from 1910
Allowances have been made for topographic, coastal and urban effects where relationships are found to exist.
Seasons: Winter=Dec-Feb, Spring=Mar-May, Summer=June-Aug, Autumn=Sept-Nov. (Winter: Year refers to Jan/Feb).
Monthly values are ranked and displayed to 1 dp and seasonal/annual values to 2 dp. Where values are equal, rankings are based in order of year descending.
Data are provisional from February 2016 and Winter 2016.  Last updated 02/03/2017.

Year    JAN    FEB    MAR    APR    MAY    JUN    JUL    AUG    SEP    OCT    NOV    DEC     WIN    SPR    SUM    AUT     ANN
1942    1.1   -0.3    4.4    8.1    9.9   12.8   13.8   15.0   12.3    9.4    4.4    6.0    2.13   7.45  13.87   8.72    8.13
1943    4.0    5.5    5.8    9.0   10.1   12.9   14.6   14.2   11.8    9.6    5.9    3.2    5.15   8.30  13.91   9.11    8.90
1944    5.3    3.2    4.4    8.9    9.8   12.0   14.9   15.3   11.2    8.1    5.4    3.6    3.91   7.68  14.08   8.24    8.53
1945   -0.1    6.0    7.0    8.8   10.5   13.0   15.1   14.7   13.1   10.8    6.6    4.4    3.10   8.74  14.25  10.18    9.16
1946    2.2    5.0    4.4    8.6    9.6   11.5   14.2   13.0   12.7    8.7    7.4    2.8    3.83   7.52  12.92   9.60    8.36
1947    1.8   -2.2    2.2    7.1   11.8   13.7   15.0   17.1   13.4    9.9    6.3    4.5    0.91   7.06  15.28   9.86    8.45
1948    4.1    3.9    7.6    7.8   10.0   12.1   14.3   13.6   12.5    9.3    7.0    4.7    4.14   8.46  13.36   9.63    8.93
1949    4.8    4.8    4.5    8.7    9.9   13.9   15.7   15.3   14.7   10.7    6.2    5.1    4.78   7.67  14.97  10.53    9.54
1950    3.8    4.2    6.6    6.2   10.3   14.5   14.6   14.1   11.8    8.8    4.8    0.8    4.37   7.74  14.38   8.47    8.39
1951    2.9    2.7    2.9    5.6    8.9   12.6   14.6   13.5   13.0    9.3    7.4    4.8    2.10   5.80  13.60   9.90    8.22
1952    1.9    2.8    5.7    8.3   12.0   12.6   15.1   14.4    9.9    8.1    3.6    2.7    3.19   8.68  14.03   7.20    8.12
1953    3.3    3.8    5.2    6.1   11.6   13.3   14.2   14.7   12.9    9.0    8.0    6.4    3.27   7.66  14.09   9.95    9.08
1954    2.6    1.6    4.8    6.8   10.3   12.2   12.7   13.2   11.5   10.8    6.1    5.9    3.60   7.32  12.69   9.50    8.26
1955    2.1    0.4    2.5    8.1    8.5   12.3   16.4   16.7   13.1    8.5    6.4    4.8    2.89   6.36  15.15   9.33    8.37
1956    3.1   -0.2    5.6    6.0   10.4   11.9   14.4   12.1   13.3    8.8    5.7    5.2    2.61   7.30  12.79   9.27    8.04
1957    4.8    4.0    8.3    7.7    9.5   13.6   14.8   14.2   11.3    9.9    6.0    4.1    4.68   8.50  14.19   9.06    9.03
1958    2.9    3.7    2.9    6.5    9.6   12.5   14.4   14.5   14.0    9.9    6.0    3.8    3.53   6.29  13.80   9.97    8.40
1959    1.2    4.2    6.3    7.9   11.9   13.6   15.2   15.6   13.5   11.7    6.5    5.0    3.03   8.74  14.83  10.61    9.43
1960    3.3    2.9    5.4    7.9   11.7   14.7   13.7   13.6   11.9    9.3    6.0    3.0    3.76   8.37  13.97   9.07    8.64
1961    2.7    5.9    7.3    8.6    9.7   12.6   13.3   13.8   13.9    9.8    5.7    1.5    3.80   8.57  13.27   9.77    8.75
1962    3.7    3.8    1.8    6.5    9.1   12.2   13.4   13.0   11.5    9.6    4.8    2.0    2.96   5.78  12.86   8.64    7.63
1963   -1.9   -1.3    5.1    7.3    9.2   13.5   13.7   13.0   11.7    9.9    6.8    2.4   -0.38   7.20  13.39   9.47    7.49
1964    3.3    3.7    3.4    7.7   11.9   12.3   14.1   13.9   12.8    8.2    6.6    2.8    3.11   7.65  13.43   9.20    8.39
1965    2.6    2.5    4.1    6.9   10.3   13.1   12.6   13.6   11.1   10.1    3.5    3.8    2.64   7.11  13.07   8.27    7.88
1966    2.3    4.3    5.7    5.7    9.9   13.9   13.5   13.3   12.7    8.9    4.9    4.6    3.42   7.10  13.55   8.83    8.32
1967    3.8    4.5    5.8    6.7    8.8   13.0   14.7   14.2   12.3    9.5    4.7    3.7    4.30   7.09  14.00   8.84    8.50
1968    3.8    1.1    5.2    7.0    8.5   13.5   13.6   14.3   12.6   11.5    5.6    2.5    2.94   6.89  13.81   9.91    8.29
1969    4.5   -0.1    2.2    6.2    9.8   12.7   14.9   15.0   12.8   12.1    4.2    2.7    2.38   6.08  14.22   9.70    8.13
1970    3.0    2.0    2.9    5.4   11.7   15.0   13.5   14.8   13.2    9.7    6.7    3.9    2.56   6.66  14.43   9.82    8.50
1971    4.0    4.1    4.3    6.9   10.4   11.1   15.4   14.2   13.3   10.6    5.6    6.2    3.96   7.20  13.58   9.85    8.87
1972    3.3    3.5    5.4    7.2    9.3   10.4   14.2   13.5   10.6    9.6    5.5    5.2    4.32   7.31  12.71   8.61    8.16
1973    4.0    3.7    5.5    5.8   10.2   13.5   14.2   15.0   12.9    8.4    5.4    4.2    4.29   7.17  14.26   8.89    8.60
1974    5.1    4.7    4.8    7.3    9.8   12.3   13.4   13.7   10.7    6.9    5.6    6.8    4.67   7.27  13.13   7.71    8.44
1975    5.8    4.0    3.8    7.2    8.5   13.3   15.6   16.9   11.7    9.2    5.5    5.0    5.58   6.51  15.29   8.78    8.90
1976    4.9    3.9    3.8    7.0   10.4   14.8   16.5   16.1   11.9    9.4    5.5    1.4    4.62   7.03  15.79   8.92    8.80
1977    1.8    3.8    5.9    6.0    9.3   11.4   14.6   14.1   11.8   10.9    5.2    5.2    2.30   7.06  13.37   9.32    8.36
1978    2.6    1.7    5.6    5.5   10.8   12.2   13.2   13.6   12.7   11.1    7.7    3.0    3.20   7.33  13.04  10.48    8.35
1979   -0.4    0.6    3.3    6.4    8.2   12.8   14.3   13.4   12.0   10.3    6.1    4.7    1.06   5.98  13.51   9.45    7.68
1980    1.7    4.9    3.5    7.8   10.4   12.4   13.4   14.3   13.4    7.9    5.8    5.0    3.74   7.23  13.39   9.01    8.38
1981    4.1    2.5    6.5    6.9   10.4   12.0   13.9   14.9   13.3    7.0    6.9   -0.3    3.90   7.95  13.62   9.04    8.20
1982    2.2    4.4    5.1    7.7   10.3   13.9   15.1   14.3   12.9    9.3    6.8    3.7    2.05   7.72  14.43   9.66    8.83
1983    5.7    1.3    5.5    5.5    9.1   12.8   17.6   15.9   12.3    9.4    6.7    5.4    3.61   6.74  15.46   9.46    8.99
1984    2.7    3.0    3.9    7.5    9.3   13.1   15.4   16.2   12.3   10.0    6.9    4.8    3.71   6.88  14.90   9.75    8.77
1985    0.5    2.1    3.8    7.2    9.8   11.2   14.6   13.2   13.4   10.1    3.3    5.4    2.49   6.93  13.01   8.92    7.92
1986    2.6   -1.3    4.2    4.7    9.9   13.5   14.0   12.1   10.3    9.8    6.9    5.3    2.38   6.28  13.20   9.00    7.73
1987    0.6    3.0    3.4    9.1    9.1   11.3   14.5   14.2   12.2    8.5    5.9    5.0    2.96   7.16  13.36   8.90    8.10
1988    4.5    4.2    5.2    7.3   10.7   13.6   13.4   13.8   11.9    9.5    5.0    6.9    4.58   7.73  13.60   8.80    8.85
1989    6.0    5.3    6.1    5.6   11.7   13.1   16.5   14.8   12.9   10.6    6.0    3.6    6.08   7.80  14.82   9.83    9.37
1990    5.9    6.3    7.3    7.1   11.6   12.4   15.4   16.2   11.6   10.7    5.9    3.8    5.22   8.69  14.72   9.40    9.55
1991    2.4    1.4    6.9    7.1   10.1   10.9   16.1   15.5   13.3    9.2    5.9    4.6    2.57   8.01  14.19   9.46    8.65
1992    3.3    5.2    6.3    7.6   12.4   14.5   14.6   13.6   12.0    6.7    6.4    3.2    4.34   8.77  14.24   8.34    8.82
1993    5.0    4.7    5.7    8.5   10.1   13.6   13.6   12.9   11.2    7.0    3.9    4.2    4.29   8.10  13.36   7.37    8.39
1994    4.2    2.2    6.1    6.9    9.5   12.6   15.7   14.1   11.3    9.3    9.1    5.7    3.59   7.50  14.15   9.89    8.94
1995    3.7    5.3    4.2    7.8   10.4   13.1   16.9   17.5   12.4   12.0    7.0    1.8    4.91   7.47  15.88  10.46    9.37
1996    3.9    1.9    3.7    7.5    8.1   12.7   14.7   15.2   12.6   10.6    5.0    2.5    2.55   6.41  14.20   9.39    8.21
1997    2.3    5.6    7.2    8.1   10.5   12.7   15.3   17.1   12.8    9.2    7.9    5.2    3.38   8.61  15.08   9.94    9.51
1998    4.4    7.0    7.0    6.7   11.9   12.8   14.0   14.4   13.5    9.3    5.6    5.0    5.50   8.54  13.74   9.48    9.31
1999    4.7    4.6    6.2    8.4   11.7   12.5   16.1   14.8   14.2    9.8    7.0    4.0    4.75   8.80  14.49  10.35    9.54
2000    4.3    5.3    6.5    6.8   11.1   13.4   14.2   15.0   13.5    9.2    6.1    4.7    4.52   8.14  14.22   9.58    9.18
2001    2.6    3.3    4.0    6.5   11.6   12.8   15.4   15.0   12.3   12.3    7.2    3.2    3.54   7.37  14.41  10.64    8.88
2002    5.1    5.9    6.6    8.1   10.9   13.0   14.2   15.4   13.1    8.8    7.7    4.7    4.68   8.53  14.20   9.82    9.46
2003    3.9    3.3    6.7    9.1   10.9   14.5   16.1   16.2   13.0    8.1    7.5    4.2    3.97   8.89  15.63   9.53    9.50
2004    4.6    4.4    5.6    8.6   11.0   13.9   14.2   16.2   13.5    9.5    7.2    5.3    4.43   8.42  14.78  10.07    9.53
2005    5.6    3.8    6.7    7.9   10.2   14.1   15.3   14.9   13.8   11.8    5.7    4.4    4.95   8.28  14.79  10.45    9.56
2006    3.7    3.6    3.9    7.5   11.0   14.6   17.9   14.8   15.2   11.8    7.5    5.8    3.92   7.47  15.79  11.51    9.82
2007    6.2    5.0    6.3   10.1   10.8   14.1   14.1   14.4   12.8   10.3    7.2    4.4    5.70   9.08  14.19  10.09    9.67
2008    5.7    5.1    5.2    7.1   12.6   12.7   15.3   15.0   12.4    8.9    6.4    3.1    5.08   8.30  14.36   9.23    9.14
2009    2.9    3.7    6.1    8.9   10.8   13.9   15.0   15.2   12.9   10.5    7.4    2.5    3.22   8.60  14.70  10.30    9.18
2010    0.9    1.7    5.0    7.9    9.8   14.2   15.2   14.0   13.0    9.5    4.3   -0.9    1.70   7.58  14.48   8.95    7.92
2011    2.8    5.7    5.7   10.6   11.1   12.6   14.1   14.0   13.8   11.5    8.7    5.5    2.42   9.12  13.59  11.33    9.69
2012    4.8    4.0    7.9    6.4   10.5   12.4   14.2   15.3   11.9    8.5    5.9    4.0    4.78   8.31  13.96   8.76    8.84
2013    3.2    2.8    1.9    6.3    9.4   12.8   17.0   15.5   12.7   11.6    5.6    6.1    3.36   5.89  15.12   9.99    8.79
2014    5.0    5.3    6.7    9.4   11.3   14.1   16.1   13.9   13.8   11.2    7.7    4.8    5.48   9.13  14.68  10.90    9.96
2015    3.9    3.4    5.3    7.8    9.5   12.8   14.3   14.6   11.8   10.0    8.6    8.4    4.07   7.55  13.89  10.10    9.23
2016    5.0    4.0    5.1    6.5   11.6   14.4   15.1   15.4   14.7    9.9    4.8    6.2    5.83   7.77  14.97   9.79    9.41
2017    4.1    5.5                                                                          5.22
