England_and_Wales Mean Temperature (Degrees C)
Areal series, starting from 1910
Allowances have been made for topographic, coastal and urban effects where relationships are found to exist.
Seasons: Winter=Dec-Feb, Spring=Mar-May, Summer=June-Aug, Autumn=Sept-Nov. (Winter: Year refers to Jan/Feb).
Monthly values are ranked and displayed to 1 dp and seasonal/annual values to 2 dp. Where values are equal, rankings are based in order of year descending.
Data are provisional from February 2016 and Winter 2016.  Last updated 02/03/2017.

Year    JAN    FEB    MAR    APR    MAY    JUN    JUL    AUG    SEP    OCT    NOV    DEC     WIN    SPR    SUM    AUT     ANN
1941    0.3    2.9    4.6    6.1    8.6   14.3   16.7   14.3   14.1   10.0    6.1    5.2    2.23   6.45  15.09  10.10    8.63
1942    0.8   -0.1    4.7    8.5   10.4   13.7   14.9   15.9   13.3   10.2    4.9    6.2    2.04   7.88  14.84   9.48    8.68
1943    4.5    5.5    6.3   10.1   11.4   13.7   15.6   15.4   12.7   10.3    5.9    3.4    5.41   9.23  14.93   9.64    9.59
1944    5.6    3.2    4.8    9.4   10.7   12.9   15.7   16.5   12.1    8.9    5.9    3.4    4.08   8.28  15.08   8.96    9.11
1945    0.2    6.6    7.5    9.5   11.5   13.9   16.0   15.3   13.8   11.3    7.0    4.8    3.30   9.50  15.06  10.73    9.79
1946    2.7    5.6    4.8    9.3   10.0   12.4   15.6   14.1   13.4    9.6    7.7    2.8    4.33   8.00  14.03  10.22    9.00
1947    1.8   -2.0    3.2    8.0   12.4   14.8   16.3   17.9   14.5   10.4    6.8    4.8    0.94   7.86  16.35  10.55    9.14
1948    4.9    4.2    7.8    8.5   10.7   13.0   15.1   14.5   13.4    9.7    7.0    5.3    4.68   9.01  14.20  10.04    9.53
1949    5.0    5.2    4.7    9.5   10.4   14.3   16.8   16.3   15.8   11.4    6.2    5.4    5.14   8.17  15.79  11.18   10.10
1950    3.9    5.0    7.1    7.1   10.6   15.5   15.4   15.1   12.6    9.4    5.5    1.0    4.79   8.27  15.34   9.14    9.03
1951    3.5    3.3    3.8    6.4    9.4   13.2   15.8   14.4   13.7    9.4    7.9    5.2    2.56   6.52  14.45  10.34    8.85
1952    2.5    3.0    6.1    8.9   12.5   13.7   16.1   15.6   10.6    8.7    3.9    2.9    3.57   9.18  15.15   7.77    8.74
1953    3.1    3.9    5.3    6.9   12.0   13.5   15.0   15.6   13.4    9.5    8.0    6.7    3.25   8.11  14.72  10.31    9.45
1954    2.6    2.2    5.4    7.0   10.7   12.9   13.6   14.0   12.3   11.5    6.6    6.2    3.88   7.73  13.53  10.18    8.81
1955    2.3    0.9    2.8    8.7    9.1   13.1   16.8   17.3   13.8    8.9    6.7    5.4    3.22   6.87  15.79   9.79    8.88
1956    3.3   -0.6    5.7    6.2   11.2   12.5   15.2   13.1   13.8    9.2    5.8    5.5    2.76   7.71  13.62   9.59    8.44
1957    5.0    4.8    8.6    8.2    9.9   14.5   15.9   14.9   12.2   10.5    6.0    4.1    5.09   8.93  15.12   9.57    9.58
1958    3.1    4.5    3.3    6.8   10.6   13.1   15.3   15.3   14.5   10.4    6.2    4.4    3.86   6.90  14.57  10.37    8.97
1959    1.5    4.1    6.8    8.9   11.8   14.4   16.6   16.7   14.5   12.1    6.6    5.5    3.30   9.16  15.92  11.07    9.99
1960    3.6    3.6    5.8    8.4   12.1   15.2   14.6   14.4   12.7    9.9    6.8    3.6    4.24   8.77  14.74   9.78    9.24
1961    3.2    6.4    7.7    9.4   10.4   13.9   14.7   15.0   14.7   10.4    5.9    2.2    4.35   9.16  14.51  10.30    9.49
1962    4.0    4.0    2.3    7.1    9.6   13.0   14.2   14.0   12.2   10.1    5.1    1.8    3.37   6.31  13.71   9.14    8.12
1963   -2.3   -1.2    5.4    7.9    9.9   14.1   14.5   13.8   12.6   10.4    7.6    2.3   -0.52   7.72  14.11  10.18    7.96
1964    2.9    4.0    3.8    8.1   12.5   13.2   15.4   15.1   13.7    8.4    7.1    3.0    3.05   8.12  14.59   9.73    8.95
1965    3.0    2.8    4.7    7.6   10.9   13.6   13.4   14.4   11.8   10.6    4.2    4.2    2.95   7.75  13.83   8.90    8.48
1966    2.4    5.2    6.1    6.8   10.5   14.7   14.4   14.3   13.5    9.9    5.1    4.9    3.89   7.80  14.44   9.50    9.00
1967    3.9    4.9    6.6    7.4    9.8   13.6   16.1   15.2   13.2   10.3    5.1    3.8    4.59   7.90  14.97   9.54    9.18
1968    3.9    1.6    5.9    7.5    9.3   14.1   14.4   15.0   13.4   12.1    6.2    2.8    3.15   7.56  14.52  10.57    8.87
1969    5.1    0.5    3.1    7.0   10.6   13.3   16.2   15.7   13.5   12.4    5.0    3.0    2.85   6.91  15.08  10.32    8.84
1970    3.4    2.6    3.3    6.2   12.1   15.5   14.7   15.4   14.0   10.3    7.3    3.8    3.01   7.21  15.20  10.51    9.09
1971    4.2    4.2    4.7    7.2   10.9   11.9   16.4   15.2   13.9   11.0    5.7    6.1    4.07   7.60  14.54  10.22    9.32
1972    3.4    3.9    6.1    7.9   10.0   11.2   14.9   14.6   11.4   10.1    5.9    5.3    4.50   7.98  13.61   9.14    8.75
1973    4.1    4.0    5.8    6.6   10.8   14.4   15.1   16.1   13.9    8.9    5.7    4.6    4.50   7.75  15.20   9.48    9.19
1974    5.5    5.1    5.2    7.5   10.3   13.1   14.5   14.6   11.5    7.3    6.3    7.3    5.04   7.66  14.08   8.35    9.03
1975    6.2    4.3    4.4    7.8    9.3   13.9   16.6   17.8   12.8    9.6    5.8    4.6    5.99   7.14  16.16   9.40    9.47
1976    5.1    4.0    4.3    7.4   11.3   16.2   17.6   16.8   12.8   10.1    5.8    1.8    4.61   7.69  16.86   9.57    9.46
1977    2.3    4.7    6.5    6.6    9.9   11.8   15.3   14.8   12.6   11.3    5.9    5.7    2.88   7.68  13.97   9.97    8.98
1978    2.9    2.1    6.2    5.9   10.9   13.1   14.2   14.5   13.5   11.4    8.0    3.8    3.59   7.67  13.90  10.97    8.89
1979   -0.3    0.9    4.1    7.2    9.3   13.4   15.5   14.4   12.8   10.8    6.3    5.3    1.46   6.88  14.42  10.00    8.35
1980    2.0    5.4    4.3    8.2   10.4   13.3   14.0   15.3   14.2    8.5    6.0    5.1    4.18   7.63  14.23   9.58    8.90
1981    4.3    2.7    7.4    7.3   10.7   12.8   15.1   15.8   14.1    7.9    7.2    0.3    4.07   8.48  14.59   9.69    8.83
1982    2.6    4.5    5.6    8.1   11.0   14.8   15.9   15.3   13.9    9.8    7.5    4.0    2.41   8.23  15.35  10.37    9.43
1983    6.1    1.5    6.0    6.3    9.7   13.7   18.6   16.8   13.2   10.0    7.1    5.4    3.94   7.33  16.43  10.12    9.60
1984    3.3    3.3    4.3    7.6    9.4   13.9   16.0   16.9   13.2   10.7    7.6    5.0    4.00   7.10  15.64  10.49    9.28
1985    0.5    2.1    4.3    7.9   10.3   12.1   15.6   14.2   14.1   10.6    3.7    6.1    2.55   7.51  13.98   9.49    8.50
1986    3.1   -1.4    4.6    5.4   10.6   14.1   15.3   13.2   11.0   10.5    7.3    5.6    2.75   6.87  14.21   9.61    8.35
1987    0.6    3.4    3.8    9.6    9.6   12.3   15.4   15.2   13.3    9.4    6.3    5.4    3.17   7.65  14.33   9.65    8.71
1988    5.0    4.4    5.9    7.7   11.3   13.9   14.3   14.8   12.8   10.2    5.2    7.0    4.94   8.30  14.33   9.43    9.40
1989    5.8    5.6    7.0    6.1   12.6   14.0   17.5   16.1   14.2   11.4    6.3    4.7    6.13   8.57  15.90  10.63   10.14
1990    6.2    7.0    7.9    7.6   12.2   13.1   16.3   17.6   12.7   11.5    6.5    4.1    5.94   9.25  15.68  10.24   10.25
1991    3.0    1.4    7.4    7.5   10.4   11.7   16.7   16.6   14.2    9.7    6.3    4.4    2.88   8.44  15.03  10.05    9.16
1992    3.4    5.2    6.9    8.2   12.9   15.1   15.8   15.0   12.9    7.4    7.0    3.5    4.32   9.35  15.33   9.09    9.46
1993    5.5    4.5    6.1    9.0   11.0   14.4   14.8   14.1   12.0    8.0    4.5    5.0    4.51   8.71  14.43   8.16    9.10
1994    4.8    2.9    7.1    7.6   10.1   13.8   17.2   15.5   12.3    9.8    9.5    6.1    4.27   8.30  15.54  10.52    9.78
1995    4.3    6.0    5.0    8.5   11.1   13.6   17.9   18.4   13.2   12.6    7.4    2.2    5.44   8.21  16.66  11.04   10.03
1996    4.0    2.3    4.0    8.0    8.6   13.7   15.9   16.0   13.1   11.1    5.5    2.7    2.82   6.87  15.20   9.90    8.76
1997    2.0    6.1    7.8    8.5   11.1   13.6   16.1   18.3   13.7    9.9    8.2    5.6    3.53   9.13  16.01  10.60   10.09
1998    4.8    6.9    7.5    7.4   12.6   13.8   15.0   15.5   14.3   10.1    5.7    5.3    5.74   9.20  14.77  10.02    9.93
1999    5.3    4.8    6.9    9.0   12.5   13.3   17.1   15.8   15.2   10.4    7.4    4.4    5.13   9.48  15.44  10.97   10.21
2000    4.6    5.8    7.0    7.5   11.6   14.4   14.9   16.2   14.4   10.0    6.6    5.3    4.90   8.74  15.17  10.30    9.87
2001    3.2    4.2    4.9    7.3   12.0   13.7   16.5   16.4   13.0   13.0    7.1    3.4    4.22   8.07  15.55  11.09    9.60
2002    5.3    6.6    7.2    8.8   11.5   13.9   15.4   16.6   13.9    9.7    8.2    5.4    5.05   9.16  15.30  10.62   10.23
2003    4.2    3.7    7.2    9.3   11.6   15.5   17.0   17.7   14.0    8.9    7.9    4.7    4.48   9.38  16.73  10.25   10.18
2004    4.9    5.0    6.2    9.1   11.7   15.0   15.4   17.1   14.4   10.3    7.5    5.3    4.90   9.00  15.84  10.74   10.18
2005    5.7    4.0    6.8    8.6   11.0   15.0   16.3   15.8   14.8   12.7    6.0    4.3    5.04   8.80  15.74  11.21   10.14
2006    4.0    3.6    4.6    8.3   11.8   15.5   19.1   15.9   16.3   12.6    7.9    6.1    4.00   8.21  16.84  12.29   10.52
2007    6.6    5.7    6.9   10.9   11.6   14.7   15.1   15.3   13.7   10.7    7.2    4.8    6.18   9.82  15.05  10.53   10.31
2008    6.3    5.2    5.9    7.7   12.9   13.8   16.0   16.0   13.2    9.5    6.9    3.5    5.45   8.85  15.31   9.86    9.77
2009    2.9    4.0    6.7    9.5   11.7   14.5   15.9   16.4   14.0   11.2    8.3    3.0    3.45   9.29  15.63  11.17    9.87
2010    1.2    2.6    5.8    8.6   10.5   14.9   16.9   15.2   13.6   10.2    5.1   -0.4    2.25   8.30  15.66   9.64    8.71
2011    3.6    6.1    6.5   11.5   12.0   13.7   15.0   15.2   14.9   12.2    9.3    5.7    3.00   9.95  14.66  12.12   10.49
2012    5.3    3.9    8.1    7.0   11.4   13.3   15.1   16.3   12.8    9.3    6.4    4.6    5.01   8.86  14.94   9.51    9.50
2013    3.4    3.0    2.6    7.1   10.1   13.5   17.9   16.7   13.6   12.2    6.1    6.1    3.69   6.59  16.05  10.66    9.40
2014    5.4    5.9    7.4    9.9   12.0   14.9   17.4   14.9   14.8   12.2    8.2    5.1    5.79   9.74  15.73  11.73   10.69
2015    4.3    3.8    6.1    8.8   10.6   13.8   15.6   15.7   12.5   10.7    9.2    9.3    4.43   8.54  15.05  10.77   10.09
2016    5.3    4.7    5.6    7.3   12.1   14.7   16.5   16.7   15.7   10.5    5.7    6.0    6.48   8.31  15.98  10.64   10.08
2017    3.9    5.9                                                                          5.23
