Wales Mean Temperature (Degrees C)
Areal series, starting from 1910
Allowances have been made for topographic, coastal and urban effects where relationships are found to exist.
Seasons: Winter=Dec-Feb, Spring=Mar-May, Summer=June-Aug, Autumn=Sept-Nov. (Winter: Year refers to Jan/Feb).
Monthly values are ranked and displayed to 1 dp and seasonal/annual values to 2 dp. Where values are equal, rankings are based in order of year descending.
Data are provisional from February 2016 and Winter 2016.  Last updated 02/03/2017.

Year    JAN    FEB    MAR    APR    MAY    JUN    JUL    AUG    SEP    OCT    NOV    DEC     WIN    SPR    SUM    AUT     ANN
1921    6.7    4.3    6.4    7.4    9.9   13.5   17.0   14.0   13.0   12.2    5.1    6.2    5.01   7.90  14.84  10.10    9.68
1922    3.8    4.3    4.1    4.8   11.1   12.3   12.3   12.2   11.3    7.8    5.6    5.6    4.80   6.68  12.29   8.23    7.96
1923    5.3    5.5    5.9    6.9    8.3   11.6   15.7   13.9   11.3    9.1    3.4    4.3    5.45   7.05  13.73   7.97    8.47
1924    4.5    3.0    3.9    6.1   10.2   12.5   13.7   12.9   12.2    9.5    6.5    6.7    3.96   6.71  13.05   9.41    8.49
1925    5.3    4.5    4.4    6.6   10.1   13.8   15.3   14.5   10.8    9.9    3.2    3.0    5.53   7.03  14.50   8.00    8.46
1926    4.7    6.2    5.7    8.4    9.2   12.1   15.8   15.1   13.4    7.6    5.3    4.0    4.56   7.74  14.33   8.76    8.96
1927    4.5    3.8    6.3    7.0   10.3   11.3   14.6   14.4   11.6    9.9    5.9    1.9    4.12   7.88  13.47   9.15    8.50
1928    4.8    5.4    5.1    7.5   10.2   11.8   14.3   14.0   11.7    9.8    7.4    3.6    4.01   7.60  13.39   9.61    8.81
1929    1.6    0.5    5.6    6.1   10.2   11.8   14.4   13.7   14.0    9.0    6.4    5.5    1.95   7.32  13.30   9.80    8.29
1930    4.8    1.7    4.5    7.2    9.6   13.7   13.9   14.1   12.7    9.9    6.1    4.5    4.11   7.10  13.89   9.56    8.60
1931    3.3    3.7    3.6    6.6    9.8   13.0   13.7   13.5   11.0    8.3    7.3    5.4    3.82   6.68  13.40   8.86    8.29
1932    5.9    2.7    4.1    5.8    9.0   13.2   14.5   15.9   12.3    8.2    6.2    5.3    4.68   6.28  14.53   8.88    8.60
1933    2.1    3.4    6.6    7.7   10.7   13.9   15.9   15.9   14.0    9.4    5.1    1.1    3.59   8.33  15.27   9.50    8.84
1934    4.1    3.1    4.2    6.6    9.9   13.8   16.7   13.7   13.1    9.6    5.6    7.5    2.76   6.92  14.74   9.44    9.04
1935    4.2    5.1    5.7    7.2    9.5   13.4   15.6   14.9   12.6    8.9    5.9    2.9    5.65   7.45  14.66   9.13    8.85
1936    3.3    2.5    6.1    5.5   10.4   13.3   13.8   14.7   13.3    9.0    5.6    5.4    2.92   7.38  13.94   9.28    8.60
1937    4.8    5.1    2.9    8.5   10.8   12.6   14.4   15.5   12.4    9.5    5.0    3.0    5.07   7.38  14.20   8.99    8.73
1938    5.4    4.5    7.6    6.8    9.7   12.5   13.3   14.3   12.5   10.0    8.7    4.3    4.30   8.06  13.40  10.40    9.18
1939    3.8    5.0    5.4    7.7   10.4   13.2   13.7   15.2   13.0    7.8    8.2    3.2    4.34   7.83  14.07   9.66    8.91
1940   -0.7    2.9    5.4    7.9   11.2   15.0   13.6   14.5   11.9    9.0    6.6    4.0    1.78   8.18  14.38   9.18    8.46
1941    0.0    3.0    4.6    5.8    8.4   13.7   15.4   13.6   13.9   10.1    6.5    5.8    2.33   6.26  14.22  10.16    8.42
1942    2.0    0.4    5.3    8.6   10.1   13.1   14.0   15.1   12.7    9.7    4.9    6.8    2.82   7.97  14.08   9.13    8.61
1943    5.0    5.6    6.2    9.3   10.5   12.8   14.9   14.4   12.0    9.9    6.4    3.5    5.81   8.65  14.08   9.43    9.23
1944    5.9    3.3    4.8    9.1   10.1   12.3   15.0   15.5   11.5    8.5    6.2    4.2    4.26   8.00  14.30   8.75    8.90
1945    0.7    6.2    7.0    9.3   10.8   12.9   14.6   14.7   13.2   11.1    6.8    5.4    3.60   9.00  14.08  10.36    9.39
1946    2.8    5.6    4.6    8.8    9.7   11.4   14.2   13.0   12.9    9.2    7.8    3.3    4.55   7.69  12.88   9.93    8.61
1947    2.0   -2.3    3.0    7.3   11.5   13.6   14.7   17.2   13.6   10.0    6.9    5.0    1.12   7.29  15.21  10.16    8.62
1948    4.8    4.0    7.9    7.8   10.2   12.2   14.2   13.8   12.7    9.6    7.5    5.2    4.62   8.63  13.43   9.95    9.19
1949    5.2    5.1    5.0    8.7   10.0   14.0   16.2   15.4   14.9   11.2    6.5    5.5    5.18   7.87  15.20  10.89    9.84
1950    4.1    4.9    6.9    6.8   10.6   14.5   14.4   13.9   11.9    9.1    5.3    1.4    4.83   8.12  14.27   8.76    8.67
1951    3.6    3.2    3.5    5.9    9.0   12.8   14.9   13.5   13.1    9.4    7.6    5.4    2.71   6.14  13.74  10.03    8.52
1952    2.8    3.2    6.1    8.3   11.9   12.6   15.2   14.6   10.2    8.6    4.2    3.4    3.82   8.80  14.14   7.65    8.45
1953    3.3    3.7    5.3    6.5   11.5   13.1   14.3   14.8   13.0    9.3    8.1    7.0    3.46   7.81  14.07  10.10    9.19
1954    2.9    2.5    5.3    6.9   10.2   12.2   12.8   13.2   11.9   11.1    6.7    6.3    4.22   7.47  12.74   9.92    8.55
1955    2.6    0.9    2.8    8.3    8.8   12.8   16.4   17.1   13.3    8.8    6.4    5.7    3.36   6.58  15.47   9.48    8.70
1956    3.8   -0.4    5.8    6.4   10.5   12.1   14.5   12.6   13.4    9.0    6.0    5.6    3.11   7.56  13.05   9.49    8.31
1957    4.9    4.7    8.7    8.2    9.8   13.9   15.0   14.4   11.8   10.3    5.9    4.4    5.08   8.91  14.47   9.35    9.38
1958    3.7    4.8    3.3    6.6    9.9   12.5   14.4   14.4   14.0   10.1    6.6    4.4    4.25   6.62  13.79  10.22    8.74
1959    2.2    4.5    6.6    8.3   11.8   13.6   15.3   15.6   13.9   11.8    6.9    5.5    3.71   8.88  14.87  10.90    9.71
1960    3.9    3.3    5.8    7.8   11.8   14.6   13.8   13.7   12.1    9.3    6.6    3.5    4.25   8.50  14.06   9.31    8.88
1961    3.3    6.3    7.3    8.9    9.9   12.7   13.7   14.1   14.0    9.9    6.0    2.3    4.32   8.71  13.51   9.97    9.05
1962    4.2    3.9    2.1    6.7    9.0   12.3   13.7   13.1   11.7    9.7    5.2    2.6    3.44   5.92  13.03   8.87    7.87
1963   -2.5   -1.2    5.4    7.5    9.3   13.7   13.8   13.2   12.0   10.2    7.4    2.5   -0.33   7.37  13.54   9.88    7.64
1964    3.5    3.8    3.8    7.5   11.8   12.4   14.3   14.1   13.2    8.3    7.2    3.3    3.24   7.71  13.61   9.57    8.62
1965    3.1    2.4    4.5    7.2   10.3   12.9   12.9   13.9   11.0   10.4    4.1    4.7    2.97   7.35  13.22   8.53    8.16
1966    2.7    5.1    5.9    6.3   10.0   13.8   13.7   13.6   12.9    9.4    5.0    5.5    4.14   7.40  13.71   9.09    8.68
1967    4.2    4.6    5.9    7.0    9.0   13.1   14.8   14.3   12.5    9.7    5.2    4.3    4.79   7.29  14.08   9.13    8.74
1968    4.4    1.4    5.3    6.7    8.7   13.5   13.9   14.6   12.7   11.8    6.1    3.0    3.40   6.91  14.02  10.22    8.54
1969    5.0    0.4    2.9    6.7    9.9   12.7   14.9   14.8   12.7   12.2    4.9    3.2    2.88   6.51  14.15   9.98    8.41
1970    3.7    2.5    3.2    5.6   11.6   14.9   13.6   14.7   13.3    9.8    7.4    4.0    3.15   6.81  14.40  10.21    8.74
1971    4.4    4.1    4.5    7.0   10.4   11.3   15.7   14.4   13.8   10.9    6.0    6.2    4.14   7.30  13.85  10.25    9.09
1972    3.5    3.8    5.8    7.3    9.0   10.0   14.3   13.6   10.8    9.8    6.0    5.7    4.51   7.34  12.70   8.88    8.33
1973    4.4    4.0    5.4    6.1   10.3   13.4   14.2   15.5   13.2    8.8    6.4    4.9    4.70   7.28  14.38   9.45    8.91
1974    5.4    4.8    4.8    7.6    9.6   12.4   13.5   13.6   10.7    7.2    6.1    7.2    5.06   7.34  13.19   8.00    8.61
1975    6.1    4.4    4.1    7.3    9.1   13.6   15.9   16.7   11.9    9.5    6.1    5.1    5.97   6.85  15.41   9.15    9.18
1976    5.2    3.8    4.0    7.1   10.4   14.9   16.5   16.4   12.0    9.3    6.0    2.0    4.70   7.16  15.94   9.07    8.97
1977    2.4    4.6    6.2    6.1    9.6   11.4   14.8   14.2   11.9   11.1    5.6    5.7    2.94   7.30  13.50   9.53    8.66
1978    3.3    2.2    5.7    5.6   10.8   12.2   13.4   13.7   12.7   11.3    7.9    3.8    3.77   7.38  13.09  10.65    8.59
1979    0.2    0.8    3.6    6.6    8.1   12.5   14.5   13.4   12.0   10.5    6.6    5.3    1.64   6.10  13.50   9.73    7.90
1980    2.0    5.5    4.0    7.8   10.4   12.3   13.4   14.4   13.4    8.2    5.9    5.3    4.25   7.40  13.37   9.17    8.56
1981    4.6    2.6    7.0    7.2   10.0   12.0   14.1   15.2   13.3    7.5    7.3    0.8    4.23   8.10  13.77   9.34    8.50
1982    2.9    4.6    5.3    7.7   10.3   14.2   15.2   14.3   13.1    9.5    7.3    4.2    2.72   7.80  14.54   9.95    9.07
1983    6.0    1.5    5.8    5.8    9.1   13.1   18.1   16.2   12.6    9.6    7.1    5.8    3.99   6.90  15.83   9.76    9.28
1984    3.5    3.3    4.0    7.8    9.3   13.4   15.5   16.4   12.6   10.3    7.0    5.1    4.22   7.03  15.10   9.95    9.03
1985    0.7    2.3    4.1    7.4    9.8   11.4   14.7   13.2   13.7   10.0    3.9    6.0    2.73   7.11  13.13   9.21    8.15
1986    3.3   -1.4    4.4    4.7    9.7   13.7   14.1   12.2   10.3   10.1    7.2    5.8    2.75   6.30  13.33   9.19    7.90
1987    0.9    3.3    3.7    9.3    9.3   11.5   14.7   14.5   12.6    8.9    6.3    5.3    3.34   7.41  13.57   9.23    8.37
1988    5.1    4.3    5.7    7.4   10.7   13.7   13.2   13.6   12.0    9.7    5.4    7.3    4.88   7.97  13.51   9.07    9.04
1989    5.9    5.5    6.5    5.6   12.1   13.2   16.8   15.1   13.1   10.9    6.5    4.3    6.25   8.11  15.05  10.18    9.66
1990    6.2    6.7    7.4    7.2   11.9   12.3   15.8   16.4   11.9   11.0    6.2    4.0    5.70   8.85  14.90   9.72    9.79
1991    2.8    1.3    7.0    7.1   10.2   10.9   15.8   15.4   13.6    9.2    6.2    4.9    2.74   8.10  14.05   9.69    8.75
1992    3.5    5.3    6.6    7.7   12.5   14.4   14.9   13.7   12.1    7.1    7.1    3.7    4.53   8.91  14.33   8.73    9.04
1993    5.5    4.7    5.8    8.7   10.3   13.7   13.8   13.2   11.4    7.2    4.6    5.1    4.63   8.27  13.54   7.72    8.68
1994    4.8    2.8    6.6    7.0    9.7   12.6   15.7   14.2   11.6    9.7    9.6    6.4    4.27   7.76  14.17  10.29    9.25
1995    4.5    5.8    4.7    8.0   10.3   13.2   16.9   18.0   12.5   12.2    7.2    2.2    5.56   7.66  16.07  10.65    9.66
1996    4.0    2.1    4.1    7.5    8.0   12.8   14.9   14.9   12.7   10.7    5.6    2.6    2.81   6.54  14.20   9.69    8.36
1997    2.2    5.8    7.3    8.3   10.7   12.7   15.2   17.1   13.1    9.7    8.1    5.5    3.47   8.77  15.04  10.31    9.67
1998    4.7    6.8    7.3    6.7   12.1   12.9   14.0   14.5   13.6    9.8    6.2    5.3    5.63   8.74  13.83   9.86    9.51
1999    5.1    4.9    6.4    8.5   11.8   12.4   16.2   15.0   14.0    9.9    7.2    4.8    5.13   8.90  14.58  10.40    9.73
2000    4.4    5.6    6.6    6.8   11.1   13.5   14.5   15.1   13.6    9.3    6.3    5.2    4.91   8.18  14.40   9.76    9.36
2001    3.1    3.9    4.5    6.7   11.5   13.0   15.2   15.2   12.7   12.3    7.3    3.6    4.08   7.57  14.47  10.79    9.11
2002    5.5    6.2    6.8    8.1   10.7   12.7   14.2   15.2   13.1    9.4    8.4    5.2    5.06   8.55  14.06  10.29    9.65
2003    4.1    3.6    7.0    9.1   10.6   14.4   15.9   16.6   13.1    8.3    7.7    4.8    4.34   8.91  15.61   9.69    9.64
2004    4.9    4.6    5.7    8.5   11.1   14.1   14.3   16.1   13.8    9.7    7.6    5.8    4.79   8.44  14.85  10.36    9.70
2005    5.9    3.8    6.7    8.2   10.3   14.2   15.5   14.9   14.0   12.0    5.9    4.8    5.21   8.39  14.87  10.66    9.72
2006    4.0    3.4    4.4    7.9   11.0   14.7   17.8   15.0   15.2   11.9    7.6    6.1    4.08   7.76  15.84  11.57    9.95
2007    6.6    5.4    6.4   10.4   11.0   14.2   14.0   14.4   13.0   10.5    7.4    5.0    6.05   9.28  14.19  10.31    9.89
2008    6.2    5.2    5.6    7.2   12.7   12.8   15.1   14.9   12.4    9.2    6.9    3.5    5.45   8.52  14.28   9.50    9.32
2009    2.9    4.0    6.2    8.7   10.8   14.0   14.9   15.1   12.9   11.0    8.0    3.0    3.42   8.56  14.68  10.64    9.31
2010    1.2    2.5    5.1    8.1   10.0   14.2   15.4   14.1   13.0    9.8    4.7   -0.5    2.21   7.72  14.56   9.16    8.15
2011    3.1    6.1    6.1   10.9   11.1   12.6   14.1   14.1   13.9   11.8    9.1    6.1    2.80   9.34  13.63  11.58    9.93
2012    5.5    4.1    7.9    6.5   10.9   12.8   14.2   15.4   12.0    9.0    6.1    4.8    5.27   8.46  14.14   9.02    9.12
2013    3.7    3.0    2.4    6.4    9.3   12.8   17.2   15.5   13.1   11.9    6.2    6.3    3.87   6.02  15.20  10.42    9.02
2014    5.4    5.5    6.8    9.2   11.3   14.1   16.2   14.0   14.1   11.5    7.8    5.2    5.71   9.13  14.77  11.15   10.12
2015    4.5    3.5    5.5    8.4    9.8   13.0   14.4   14.4   11.8   10.1    9.1    9.2    4.43   7.92  13.92  10.34    9.51
2016    5.4    4.5    5.2    6.9   11.8   14.5   15.2   15.6   14.6   10.1    5.5    6.2    6.40   7.99  15.08  10.05    9.64
2017    4.5    5.6                                                                          5.45
