England_SE_and_Central_S Mean Temperature (Degrees C)
Areal series, starting from 1910
Allowances have been made for topographic, coastal and urban effects where relationships are found to exist.
Seasons: Winter=Dec-Feb, Spring=Mar-May, Summer=June-Aug, Autumn=Sept-Nov. (Winter: Year refers to Jan/Feb).
Monthly values are ranked and displayed to 1 dp and seasonal/annual values to 2 dp. Where values are equal, rankings are based in order of year descending.
Data are provisional from February 2016 and Winter 2016.  Last updated 02/03/2017.

Year    JAN    FEB    MAR    APR    MAY    JUN    JUL    AUG    SEP    OCT    NOV    DEC     WIN    SPR    SUM    AUT     ANN
1934    3.7    3.1    5.2    8.3   11.7   15.4   18.2   15.5   14.9   10.7    6.2    8.1    2.53   8.39  16.36  10.60   10.13
1935    4.4    5.7    6.3    8.1   10.3   15.1   17.9   16.8   14.2    9.9    7.0    3.5    6.10   8.24  16.58  10.37    9.96
1936    4.7    2.9    7.0    6.5   11.9   15.0   15.3   16.3   14.6    9.1    5.8    5.1    3.72   8.48  15.57   9.84    9.55
1937    5.4    6.1    4.0    9.3   12.4   14.5   16.3   17.5   13.7   10.9    5.2    3.2    5.50   8.55  16.10   9.95    9.89
1938    5.8    4.6    8.9    7.3   10.4   14.8   15.4   16.6   14.2   10.4    9.4    4.0    4.51   8.89  15.61  11.31   10.17
1939    4.9    5.5    5.9    8.7   11.2   14.4   15.4   16.6   14.7    8.8    8.9    2.7    4.75   8.60  15.48  10.79    9.83
1940   -1.1    2.9    6.0    8.8   12.7   16.5   15.3   16.1   13.4    9.9    7.1    3.5    1.48   9.18  15.95  10.13    9.27
1941    1.0    3.8    5.5    6.7    9.0   15.2   17.6   15.0   14.6   10.5    6.7    5.1    2.70   7.09  15.93  10.56    9.24
1942    0.7   -0.1    5.3    9.2   11.2   14.6   15.8   16.6   14.2   11.2    5.1    6.5    1.96   8.56  15.68  10.16    9.25
1943    5.2    5.4    6.7   10.9   12.5   14.5   16.6   16.4   13.4   11.2    6.0    3.7    5.73   9.99  15.87  10.23   10.25
1944    5.9    3.1    4.8   10.0   11.4   13.9   16.5   17.8   12.8    9.5    6.4    3.5    4.25   8.73  16.09   9.58    9.66
1945    0.3    7.0    7.7   10.3   12.7   14.6   16.7   16.1   14.6   11.9    7.2    5.1    3.50  10.21  15.84  11.24   10.36
1946    2.8    6.1    5.0    9.7   10.7   13.2   16.4   15.0   14.1   10.2    8.1    2.7    4.62   8.48  14.87  10.80    9.51
1947    1.8   -1.6    4.4    8.7   13.2   15.8   17.5   19.2   15.5   10.6    7.4    5.1    1.03   8.75  17.50  11.15    9.85
1948    5.8    4.5    8.2    9.3   11.8   14.1   15.9   15.4   14.2   10.2    7.5    5.9    5.13   9.77  15.15  10.61   10.24
1949    5.3    5.5    5.1   10.2   10.9   14.9   17.9   17.3   17.0   12.4    6.6    5.9    5.56   8.72  16.73  12.02   10.78
1950    4.1    6.0    7.7    8.0   11.5   16.4   16.3   16.1   13.4    9.9    6.3    1.2    5.33   9.08  16.28   9.90    9.78
1951    4.4    4.0    4.8    7.1   10.3   14.0   16.7   15.2   14.5    9.8    8.6    6.0    3.16   7.42  15.33  10.95    9.64
1952    3.2    3.1    6.7    9.7   13.3   14.9   17.1   16.6   11.4    9.4    4.1    3.1    4.09   9.88  16.20   8.31    9.40
1953    2.8    3.7    5.5    8.0   12.7   14.4   15.6   16.6   13.9   10.5    8.3    7.2    3.20   8.76  15.52  10.92    9.98
1954    2.6    2.8    6.3    7.2   11.4   13.6   14.5   14.9   13.2   12.3    7.4    6.7    4.25   8.33  14.36  11.00    9.46
1955    2.7    1.8    3.3    9.0   10.0   14.3   17.4   18.0   14.2    9.2    7.0    6.0    3.80   7.40  16.58  10.12    9.45
1956    4.0   -1.0    6.2    6.7   12.0   13.3   16.1   14.2   14.7    9.7    5.8    5.9    3.07   8.31  14.53  10.05    8.99
1957    5.3    5.7    9.2    9.0   10.5   15.6   17.1   15.9   13.2   11.3    6.3    4.3    5.65   9.56  16.23  10.27   10.32
1958    3.7    5.4    4.0    7.2   11.4   13.9   16.1   16.0   15.3   11.2    6.6    5.2    4.42   7.57  15.37  11.03    9.70
1959    2.2    3.8    7.4    9.6   12.4   15.2   17.6   17.6   15.7   12.4    7.1    6.1    3.71   9.78  16.83  11.73   10.62
1960    3.9    4.3    6.5    8.8   12.6   15.7   15.3   15.2   13.4   10.6    7.7    4.2    4.75   9.32  15.37  10.57    9.86
1961    3.9    7.1    7.9   10.3   11.2   14.8   16.0   16.1   15.6   11.2    6.3    3.2    5.00   9.80  15.65  11.04   10.32
1962    4.4    4.1    2.8    7.8   10.0   13.5   15.2   15.0   12.9   10.7    5.6    2.0    3.89   6.86  14.58   9.77    8.69
1963   -2.7   -0.9    5.8    8.5   10.5   14.7   15.3   14.8   13.4   10.9    8.6    2.1   -0.53   8.28  14.92  10.95    8.46
1964    2.8    4.3    4.4    8.3   13.2   14.2   16.7   16.2   14.7    8.8    7.7    3.6    3.06   8.64  15.71  10.40    9.59
1965    3.5    2.8    5.5    8.2   11.6   14.1   14.5   15.4   12.4   11.2    5.0    5.0    3.28   8.43  14.63   9.56    9.13
1966    2.7    6.4    6.4    8.1   11.1   15.5   15.3   15.1   14.3   11.0    5.5    5.6    4.63   8.58  15.32  10.25    9.77
1967    4.3    5.5    7.3    7.8   10.9   14.2   17.2   16.0   14.0   11.3    5.7    4.0    5.08   8.68  15.84  10.36    9.88
1968    3.9    2.3    6.5    8.0   10.2   14.8   15.5   15.8   14.3   12.9    6.6    2.9    3.41   8.24  15.35  11.26    9.48
1969    5.8    1.4    4.2    7.9   11.6   14.1   17.4   16.6   14.5   12.9    6.0    3.3    3.42   7.90  16.04  11.15    9.69
1970    4.1    3.4    3.8    6.7   12.8   16.3   15.6   16.2   14.8   11.0    8.2    3.8    3.61   7.78  16.03  11.35    9.77
1971    4.6    4.5    4.9    7.7   11.7   13.0   17.3   16.2   14.3   11.7    5.9    6.3    4.31   8.10  15.53  10.65    9.88
1972    3.7    4.7    7.0    8.5   10.6   11.9   15.9   15.5   12.2   10.8    6.2    6.0    4.90   8.72  14.46   9.73    9.44
1973    4.4    4.1    6.0    7.3   11.5   15.1   16.0   17.4   14.9    9.4    6.3    5.1    4.84   8.29  16.18  10.17    9.82
1974    6.2    5.6    5.9    8.5   10.9   14.1   15.4   15.5   12.5    7.5    7.3    7.8    5.64   8.42  15.01   9.06    9.78
1975    6.9    5.0    4.9    8.1   10.1   14.7   17.3   18.6   13.9   10.0    6.2    4.2    6.61   7.71  16.90  10.04   10.03
1976    5.4    4.3    4.9    8.0   12.5   17.5   18.9   17.7   13.8   11.1    6.4    2.3    4.63   8.43  18.03  10.44   10.24
1977    3.1    5.9    7.2    7.2   10.7   12.4   16.2   15.4   13.2   11.9    6.7    6.2    3.71   8.37  14.68  10.63    9.71
1978    3.4    2.7    6.6    6.5   11.5   13.9   15.2   15.3   14.2   11.7    8.5    4.8    4.16   8.21  14.80  11.50    9.57
1979    0.1    1.4    4.9    7.9   10.2   13.9   16.6   15.1   13.5   11.6    6.7    6.1    2.16   7.68  15.20  10.62    9.05
1980    2.3    6.0    5.1    8.8   11.1   14.0   14.8   16.3   15.0    9.3    6.1    5.3    4.76   8.29  15.06  10.12    9.50
1981    4.6    3.0    8.2    8.0   11.3   13.3   16.0   16.8   14.7    8.7    7.6    1.3    4.33   9.17  15.39  10.33    9.50
1982    3.3    4.8    6.0    8.6   11.8   15.9   17.0   16.3   15.0   10.4    8.4    4.6    3.10   8.79  16.42  11.22   10.20
1983    6.7    2.0    6.2    7.2   10.5   15.0   19.9   17.8   14.2   10.7    7.6    5.7    4.52   7.99  17.59  10.83   10.35
1984    4.4    3.8    4.9    8.0    9.9   14.8   16.7   17.6   13.9   11.4    8.6    5.5    4.66   7.59  16.40  11.32    9.99
1985    0.4    2.2    4.6    8.7   11.3   13.2   16.6   15.0   14.7   11.2    4.2    7.0    2.70   8.17  14.95  10.06    9.13
1986    3.7   -1.3    4.9    6.1   10.9   15.1   16.5   14.4   11.6   11.5    8.1    6.0    3.29   7.30  15.34  10.40    9.03
1987    0.5    3.7    4.2   10.1   10.5   13.5   16.3   16.1   14.5   10.6    6.6    5.7    3.41   8.25  15.33  10.56    9.39
1988    5.7    4.8    6.7    8.2   12.3   14.3   15.0   15.7   13.9   11.3    5.6    7.2    5.41   9.11  15.00  10.28   10.09
1989    6.0    6.1    8.0    6.9   13.7   15.0   18.7   17.3   15.4   12.3    6.7    5.8    6.44   9.58  17.03  11.50   11.05
1990    6.8    7.9    8.3    8.3   13.0   13.7   17.1   18.6   13.6   12.3    7.1    4.4    6.81   9.91  16.49  11.03   10.96
1991    4.0    1.4    8.0    8.0   10.7   12.4   17.1   17.6   15.2   10.2    6.8    4.6    3.33   8.90  15.75  10.73    9.73
1992    3.7    5.2    7.5    8.7   13.8   15.7   16.9   16.3   13.9    8.2    7.9    4.1    4.49  10.03  16.27   9.98   10.17
1993    6.3    4.3    6.5    9.7   12.2   15.5   15.8   15.3   12.7    9.1    4.9    5.9    4.95   9.47  15.51   8.90    9.89
1994    5.6    3.8    8.0    8.2   11.1   14.7   18.7   16.9   13.3   10.5   10.5    6.8    5.13   9.07  16.78  11.41   10.70
1995    5.0    7.1    5.9    9.3   12.0   14.5   18.9   19.6   13.9   13.3    7.9    2.8    6.25   9.09  17.72  11.72   10.88
1996    4.6    2.6    4.6    8.6    9.3   14.7   16.8   16.7   13.7   11.7    6.0    3.2    3.34   7.51  16.08  10.47    9.40
1997    1.9    6.5    8.4    8.9   11.9   14.7   16.9   19.4   14.8   10.8    8.7    6.1    3.76   9.76  17.05  11.40   10.77
1998    5.5    6.6    8.2    8.2   13.7   14.7   15.9   16.6   15.3   10.9    6.1    6.0    6.04  10.06  15.72  10.75   10.66
1999    6.0    5.1    7.5    9.6   13.3   14.3   18.1   16.9   16.1   10.9    7.7    5.0    5.73  10.12  16.45  11.57   10.92
2000    4.7    6.4    7.6    8.2   12.7   15.3   15.7   17.2   15.3   10.8    7.2    6.2    5.35   9.49  16.08  11.11   10.62
2001    3.9    5.1    6.0    8.2   12.7   14.7   17.7   17.4   13.8   13.8    7.3    3.7    5.04   9.00  16.63  11.63   10.39
2002    5.9    7.4    7.9    9.6   12.2   14.6   16.5   17.5   14.7   10.9    9.2    6.3    5.59   9.91  16.20  11.59   11.07
2003    4.5    4.3    7.9    9.6   12.2   16.3   17.9   19.2   14.7    9.6    8.7    5.4    5.05   9.89  17.84  10.98   10.89
2004    5.5    5.5    6.6    9.4   12.5   15.9   16.5   18.0   15.4   11.3    7.9    5.2    5.44   9.50  16.83  11.51   10.82
2005    6.0    4.2    7.0    9.3   11.8   16.0   17.3   16.6   15.8   13.6    6.4    4.3    5.19   9.37  16.66  11.94   10.74
2006    4.4    3.7    5.2    9.1   12.6   16.2   20.2   16.9   17.3   13.7    8.6    6.7    4.16   8.96  17.81  13.20   11.27
2007    7.2    6.5    7.6   11.9   12.7   15.7   16.0   16.1   14.4   11.0    7.4    5.3    6.77  10.72  15.94  10.96   11.01
2008    6.8    5.7    6.6    8.5   14.0   14.9   16.8   16.7   13.7   10.2    7.5    3.8    5.95   9.74  16.14  10.46   10.46
2009    2.9    4.4    7.2   10.3   12.7   15.5   16.8   17.4   15.0   11.9    9.3    3.6    3.67  10.06  16.57  12.08   10.61
2010    1.4    3.5    6.3    9.2   11.0   15.7   18.1   16.1   14.0   10.9    5.9    0.3    2.84   8.82  16.68  10.28    9.41
2011    4.4    6.5    7.0   12.4   12.8   14.5   15.7   16.2   15.6   13.0   10.1    6.3    3.61  10.70  15.49  12.88   11.22
2012    6.1    3.8    8.4    7.9   12.6   14.2   16.0   17.3   13.7   10.4    7.1    5.4    5.43   9.67  15.86  10.41   10.27
2013    3.9    3.2    3.4    7.6   10.7   14.2   18.7   17.6   14.4   12.8    6.7    6.3    4.18   7.24  16.88  11.31   10.01
2014    6.2    6.7    8.1   10.6   12.5   15.8   18.6   15.9   15.8   13.3    9.0    5.5    6.42  10.41  16.77  12.71   11.53
2015    4.9    4.1    6.9    9.6   11.7   15.0   16.9   16.6   13.2   11.3   10.0   10.5    4.87   9.43  16.17  11.50   10.95
2016    5.7    5.4    6.1    8.1   13.0   15.4   17.5   17.9   16.7   11.2    6.4    6.1    7.26   9.09  16.94  11.43   10.81
2017    3.7    6.4                                                                          5.34
